Timestamp,Mode,Facing,Posture Status,Head Tilt,Confidence Score
2025-07-12 16:00:37,front,front,Detecting bad... (0.4s),0.008718997240066528,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.3s),0.008579641580581665,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.2s),0.008664518594741821,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.2s),0.008672147989273071,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.2s),0.008749932050704956,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.1s),0.008744239807128906,4
2025-07-12 16:00:37,front,front,Detecting bad... (0.0s),0.00879618525505066,5
2025-07-12 16:00:37,front,front,Bad Posture,0.008974403142929077,5
2025-07-12 16:00:37,front,front,Bad Posture,0.00919380784034729,4
2025-07-12 16:00:37,front,front,Bad Posture,0.00929570198059082,4
2025-07-12 16:00:37,front,front,Bad Posture,0.009351879358291626,4
2025-07-12 16:00:37,front,front,Bad Posture,0.009371936321258545,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009429693222045898,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009479790925979614,4
2025-07-12 16:00:38,front,front,Bad Posture,0.00975799560546875,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009839683771133423,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009957641363143921,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009992063045501709,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010057151317596436,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010120034217834473,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010079294443130493,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009513229131698608,5
2025-07-12 16:00:38,front,front,Bad Posture,0.010125786066055298,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010553538799285889,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010719120502471924,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009922832250595093,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010876715183258057,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010875850915908813,4
2025-07-12 16:00:38,front,front,Bad Posture,0.010139495134353638,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009344100952148438,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009641110897064209,4
2025-07-12 16:00:38,front,front,Bad Posture,0.009787678718566895,4
2025-07-12 16:00:39,front,front,Bad Posture,0.00969010591506958,4
2025-07-12 16:00:39,front,front,Bad Posture,0.008302539587020874,4
2025-07-12 16:00:39,front,front,Bad Posture,0.007382214069366455,2
2025-07-12 16:00:39,front,front,Bad Posture,0.00655210018157959,2
2025-07-12 16:00:39,front,front,Bad Posture,0.007127583026885986,2
2025-07-12 16:00:39,front,front,Bad Posture,0.006682336330413818,2
2025-07-12 16:00:39,front,front,Bad Posture,0.0062826573848724365,4
2025-07-12 16:00:39,front,front,Bad Posture,0.0069648027420043945,4
2025-07-12 16:00:39,front,front,Bad Posture,0.007407873868942261,4
2025-07-12 16:00:39,front,front,Detecting moderate... (2.0s),0.008345186710357666,4
2025-07-12 16:00:39,front,front,Detecting moderate... (2.0s),0.008388429880142212,4
